NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Justin Thomas,30,2022,"$6,829,576 ",-17,21,76,19,10,1,68.8,314.3,54.8,68.3,1.718,62.7,4.579
Cameron Young,26,2022,"$6,520,598 ",-10,25,82,18,7,0,69.6,319.3,58.7,64.9,1.728,48.2,4.415
Tony Finau,34,2022,"$6,117,886 ",-15,25,86,20,7,2,69.2,308,58,71.3,1.752,51.1,4.221
Hideki Matsuyama,32,2022,"$5,776,298 ",-13,21,72,17,6,2,69.5,304.7,59.4,68.3,1.745,54.9,4.181
Sungjae Im,25,2022,"$5,567,974 ",-20,26,88,21,9,1,69.2,303.7,65.5,70.8,1.762,56.9,3.989
Max Homa,33,2022,"$5,289,842 ",-17,24,82,20,5,2,69.9,306.3,60.6,66,1.747,51.6,3.939
Jon Rahm,29,2022,"$5,248,220 ",-11,19,70,18,8,1,69.6,318.9,62.5,71.6,1.768,40.8,4.171
Joaquin Niemann,25,2022,"$5,076,060 ",-13,24,80,19,5,1,69.5,309.1,56.7,67.9,1.729,55.2,4.15
Jordan Spieth,30,2022,"$5,018,444 ",-12,22,74,17,6,1,69.7,308.4,56,67.4,1.748,51.4,4.068
Billy Horschel,37,2022,"$4,940,600 ",-8,22,70,16,5,1,69.8,297.3,65.1,68.2,1.768,56.3,3.8
Viktor Hovland,26,2022,"$4,868,461 ",-11,21,70,17,5,1,69.7,308.4,61.9,67,1.731,45.5,4.371
Collin Morikawa,27,2022,"$4,837,271 ",-8,19,60,14,8,0,69.6,301.8,65.3,68.6,1.746,47.2,4.033
Sepp Straka,30,2022,"$4,722,434 ",-16,33,98,19,5,1,70.8,303,59.9,66.6,1.784,50,3.561
Tom Hoge,34,2022,"$4,310,046 ",-14,32,96,19,6,1,69.9,298.1,61.6,66.3,1.757,52,3.917
Scott Stallings,38,2022,"$3,933,593 ",3,31,96,17,7,0,69.9,306,54.8,65.4,1.739,55.1,3.948
Corey Conners,32,2022,"$3,876,590 ",-3,25,87,20,4,0,69.7,302.7,66.8,71.9,1.782,45.6,3.862
Kevin Kisner,40,2022,"$3,757,424 ",1095,24,66,12,5,0,70.2,290.4,65.5,67.2,1.752,49.5,3.833
Talor Gooch,32,2022,"$3,718,990 ",1302,22,71,16,4,1,69.5,304.4,61.9,69.3,1.733,58.9,4.099
Keegan Bradley,37,2022,"$3,623,137 ",946,25,80,18,6,0,70.2,307.5,59.8,66.2,1.754,47.7,3.788
Shane Lowry,36,2022,"$3,616,679 ",1222,18,58,14,4,0,69.7,306.9,61.4,67.9,1.767,67.1,3.69
Aaron Wise,27,2022,"$3,454,521 ",-12,24,86,19,4,0,69.4,308.3,59.2,69.1,1.748,43,4.07
K.H. Lee,32,2022,"$3,347,180 ",-1,28,98,21,2,1,70.2,302.5,62.2,65.8,1.755,53.4,3.704
J.T. Poston,30,2022,"$3,292,443 ",-11,30,88,15,4,1,69.8,298.2,59.4,66.7,1.771,53.3,3.716
Brian Harman,37,2022,"$3,226,839 ",-8,27,91,21,6,0,69.9,292.2,66.6,67.1,1.776,61.9,3.516
Davis Riley,27,2022,"$3,190,793 ",1150,29,94,19,6,0,69.9,307.6,61.9,67,1.727,47.8,4.149
Sahith Theegala,26,2022,"$3,124,668 ",1,32,113,26,5,0,70,304.3,54,66.5,1.758,45.2,3.832
Séamus Power,37,2022,"$3,100,241 ",1006,26,78,16,5,0,69.7,301,61.8,68.7,1.753,52.8,3.949
Anirban Lahiri,36,2022,"$3,084,598 ",642,24,72,12,3,0,70.6,298.2,61.9,64.9,1.767,50,3.486
Keith Mitchell,32,2022,"$3,068,341 ",1063,26,86,20,6,0,69.5,311.8,61.8,67.6,1.777,54.6,4.058
Cameron Tringale,36,2022,"$3,050,519 ",974,29,92,19,5,0,70.3,301.9,58.6,67.5,1.765,41.4,3.761
J.J. Spaun,33,2022,"$2,951,152 ",1177,29,95,19,3,1,70.3,294.7,64.1,67,1.752,44.1,3.811
Adam Scott,43,2022,"$2,913,198 ",-4,20,72,18,5,0,70.1,312.4,55.3,67.7,1.742,52.7,4.014
Denny McCarthy,31,2022,"$2,882,771 ",1111,29,100,22,5,0,69.8,291.6,64.5,65.3,1.744,57.7,3.62
Tommy Fleetwood,33,2022,"$2,874,008 ",766,17,56,14,5,0,69.8,301.5,59.4,65.7,1.754,62.2,3.768
Tyrrell Hatton,32,2022,"$2,849,792 ",972,19,64,16,3,0,70.2,305.7,54.6,64.1,1.728,58.9,3.875
Russell Henley,34,2022,"$2,837,505 ",1002,22,78,19,4,0,69.5,298.7,67.5,70.9,1.738,39.1,4.205
Tom Kim,21,2022,"$2,824,580 ",1154,11,0,10,3,1,0,0,0,0,0,0,0
Mito Pereira,28,2022,"$2,797,925 ",962,27,89,18,3,0,69.9,303.9,60.4,69.6,1.765,47.1,3.753
Luke List,39,2022,"$2,734,720 ",957,28,80,15,3,1,70.5,314.8,55.1,69.7,1.807,47.6,3.663
Maverick McNealy,28,2022,"$2,689,754 ",1111,27,88,22,4,0,69.8,307.4,57.9,66.8,1.721,48.6,4.102
Adam Hadwin,36,2022,"$2,574,396 ",777,26,90,20,5,0,70.1,297.2,63.7,67.8,1.763,59.2,3.822
Lucas Herbert,28,2022,"$2,558,440 ",1004,20,54,10,2,1,71.3,307.3,50.8,57.8,1.73,63.7,3.741
Kurt Kitayama,31,2022,"$2,547,912 ",1015,24,70,11,3,0,70.5,310.8,51.9,65.8,1.754,54.4,3.814
Sebastián Muñoz,31,2022,"$2,545,121 ",901,25,83,18,3,0,70.2,303.7,62,66.5,1.781,55.1,3.771
Brendan Steele,40,2022,"$2,531,909 ",783,23,73,14,4,0,70.4,307.8,61.4,69.3,1.802,45.2,3.438
Chris Kirk,38,2022,"$2,408,913 ",725,25,84,17,4,0,70.1,300.1,64.5,66.1,1.774,56,3.56
Jason Kokrak,38,2022,"$2,339,960 ",801,19,61,14,1,1,70.4,309.2,61.3,65.3,1.764,55.4,3.721
Taylor Pendrith,32,2022,"$2,330,840 ",987,21,71,16,3,0,69.7,316.1,57,70.7,1.766,55.9,4.042
Harold Varner III,33,2022,"$2,294,141 ",717,23,69,15,3,0,70,305.8,54.6,66.5,1.743,55,4.072
Mackenzie Hughes,33,2022,"$2,276,212 ",841,27,82,16,3,0,70.7,298,57.5,62.8,1.751,51.1,3.598
Si Woo Kim,28,2022,"$2,234,151 ",815,29,98,22,1,0,70.3,301.1,64,65.6,1.765,48.2,3.847
Christiaan Bezuidenhout,29,2022,"$2,233,289 ",957,24,80,19,1,0,70,291.6,62.4,66,1.754,64.7,3.538
Trey Mullinax,31,2022,"$2,172,365 ",1181,28,82,14,3,1,70.1,317.2,54.9,66.7,1.75,53.3,4.037
Emiliano Grillo,31,2022,"$2,094,647 ",948,28,84,15,2,0,70.1,305.6,64.1,67.9,1.756,42.9,4.048
Matt Kuchar,45,2022,"$2,051,300 ",764,20,71,15,3,0,69.8,287.9,63.5,63.9,1.744,64.9,3.732
Marc Leishman,40,2022,"$2,015,561 ",787,23,72,16,3,0,70.1,307.1,55.9,66.4,1.743,50.4,3.958
Gary Woodland,39,2022,"$1,992,732 ",601,23,69,11,5,0,70.6,309.9,56.8,66.1,1.805,48.4,3.362
Cam Davis,29,2022,"$1,989,011 ",895,25,82,18,5,0,70.1,308.5,55.7,65.3,1.74,54.8,4
Alex Noren,41,2022,"$1,971,531 ",710,22,64,15,3,0,70,299.8,56.2,65.7,1.765,59,3.594
Lucas Glover,44,2022,"$1,941,796 ",1014,28,93,19,2,0,70.8,297.5,67.5,68.3,1.79,41.7,3.71
Andrew Putnam,35,2022,"$1,920,393 ",989,30,94,18,2,0,70,284.8,64.5,66.5,1.765,57.9,3.543
Matt Jones,43,2022,"$1,914,560 ",653,20,61,10,2,0,70.3,306.5,54.2,65.6,1.756,51.3,3.787
Chez Reavie,42,2022,"$1,908,670 ",766,28,85,17,3,1,70.6,283.9,70.4,66.5,1.775,49.6,3.435
Troy Merritt,38,2022,"$1,906,304 ",777,26,91,20,2,0,70.3,292.2,64,63.3,1.739,49.7,3.659
Abraham Ancer,33,2022,"$1,777,504 ",510,18,58,13,3,0,70.2,297.1,70.5,66.9,1.745,48,3.845
Daniel Berger,30,2022,"$1,769,539 ",529,12,0,9,3,0,0,0,0,0,0,0,0
Taylor Moore,30,2022,"$1,751,237 ",748,28,84,17,4,0,70.2,302,61.8,68.3,1.762,48.2,4.012
Paul Casey,46,2022,"$1,740,282 ",310,7,0,6,1,0,0,0,0,0,0,0,0
Lanto Griffin,35,2022,"$1,717,566 ",592,23,78,16,4,0,70.5,301.6,58.3,65.5,1.745,47.6,3.846
Beau Hossler,29,2022,"$1,716,430 ",593,23,70,13,2,0,71.1,309.3,52.1,63.5,1.756,49.1,3.471
Hudson Swafford,36,2022,"$1,714,926 ",640,21,64,11,1,1,70.8,307.4,60.8,66.8,1.759,52.4,4.031
Joel Dahmen,36,2022,"$1,712,942 ",524,26,85,18,3,0,70.4,292.1,67.9,67.9,1.768,46.5,3.835
Russell Knox,38,2022,"$1,683,424 ",514,28,89,17,2,0,70.2,293.7,66.9,71.4,1.795,40.5,3.382
Brendon Todd,38,2022,"$1,659,052 ",607,25,83,17,2,0,70,279,69.3,65,1.751,52.9,3.759
John Huh,33,2022,"$1,631,948 ",612,26,74,14,2,0,70,292,66.4,66.8,1.734,54.4,3.973
Alex Smalley,27,2022,"$1,631,567 ",701,30,93,17,3,0,70.1,306.5,60.4,68.3,1.775,51.8,3.71
Wyndham Clark,30,2022,"$1,544,055 ",662,30,97,21,3,0,70.3,319,52.6,65.2,1.769,55.5,3.732
Matt NeSmith,30,2022,"$1,539,142 ",576,28,92,19,2,0,70.5,298,63.7,68.5,1.787,43.8,3.598
Matthew Wolff,24,2022,"$1,485,181 ",572,16,47,9,2,0,71.3,318.4,50,62.2,1.745,44.6,3.809
Brandon Wu,27,2022,"$1,472,515 ",586,26,74,11,4,0,70.3,295.3,62.1,69.2,1.765,48.9,3.743
Justin Rose,43,2022,"$1,426,994 ",458,18,54,12,2,0,70.3,299.5,61,64.9,1.723,46.3,3.907
Lee Hodges,28,2022,"$1,377,251 ",637,29,93,18,2,0,70.2,300.3,61.7,69.1,1.791,44.2,3.559
Adam Long,36,2022,"$1,364,131 ",564,28,88,17,0,0,70,291.6,64.7,67.2,1.755,54.7,3.625
Kevin Streelman,45,2022,"$1,354,092 ",509,27,88,16,2,0,70.2,295.8,69.5,66.5,1.775,52.7,3.534
Doug Ghim,27,2022,"$1,347,458 ",385,29,84,15,1,0,70.7,295.6,64.2,66.5,1.796,50.5,3.286
Aaron Rai,29,2022,"$1,346,601 ",519,28,89,18,2,0,70.2,295.4,67.4,68.8,1.795,48.5,3.506
Adam Schenk,32,2022,"$1,339,523 ",542,32,90,14,3,0,71,304,56.3,64.4,1.782,39.4,3.422
Patrick Rodgers,31,2022,"$1,327,382 ",517,27,85,16,3,0,70.3,309.3,51,68.2,1.781,47.7,3.365
Brooks Koepka,33,2022,"$1,317,085 ",412,16,46,9,2,0,70.8,311.9,53.4,63.2,1.763,50,3.826
C.T. Pan,32,2022,"$1,313,259 ",473,24,82,16,2,0,70.5,296.7,62.3,66.5,1.762,59.7,3.671
Hayden Buckley,28,2022,"$1,303,036 ",474,30,91,16,2,0,70.4,300.1,67.5,69.5,1.79,48.8,3.571
Stephan Jaeger,34,2022,"$1,289,503 ",518,31,85,14,2,0,70.4,293,57,63.5,1.735,51,3.741
Peter Malnati,36,2022,"$1,288,197 ",501,31,103,20,2,0,70.4,297.1,55.2,64.3,1.727,50,3.932
Chad Ramey,31,2022,"$1,281,224 ",568,28,73,11,2,1,70.7,288.9,64.9,65.9,1.755,44,3.836
David Lipsky,35,2022,"$1,269,468 ",543,29,88,16,3,0,70.3,295.2,65.2,68.1,1.759,49.6,3.648
Danny Lee,33,2022,"$1,265,934 ",490,22,52,7,3,0,70.9,297.8,55.4,61.9,1.725,49.1,3.904
Sam Ryder,34,2022,"$1,257,416 ",439,30,88,15,3,0,70.5,294,59.7,65.7,1.746,42.1,3.739
Adam Svensson,30,2022,"$1,209,000 ",511,31,100,20,3,0,70.2,293.4,64.1,67.4,1.745,47.7,4.04
Chesson Hadley,36,2022,"$1,195,172 ",404,29,80,13,4,0,70.7,301.8,55.4,65.3,1.764,51.6,3.725
Dylan Frittelli,33,2022,"$1,194,625 ",554,28,93,18,1,0,70.7,304.1,50.5,64.6,1.767,46.2,3.559
James Hahn,42,2022,"$1,183,254 ",418,26,71,12,3,0,70.3,302.8,61.5,65.8,1.772,52.7,3.394
Mark Hubbard,34,2022,"$1,179,782 ",508,22,68,15,2,0,69.5,288.3,62.8,68.3,1.742,53.8,3.75
Ryan Palmer,47,2022,"$1,167,801 ",545,22,67,12,1,0,70.6,305.6,56.8,66.7,1.794,49.5,3.522
Michael Thompson,38,2022,"$1,148,272 ",487,26,84,17,2,0,70.3,287.9,65.9,64.1,1.737,61.7,3.762
Robert Streb,36,2022,"$1,120,076 ",413,30,83,13,3,0,70.4,300.4,59.6,64.3,1.777,48.4,3.313
Jhonattan Vegas,39,2022,"$1,097,633 ",428,22,77,16,1,0,70.2,315.7,55.4,68.1,1.766,48.2,3.688
Martin Laird,41,2022,"$1,094,313 ",442,22,66,14,1,0,70.3,298,68.2,68.8,1.797,50,3.439
Carlos Ortiz,32,2022,"$1,087,463 ",414,20,61,10,1,0,70.8,303.4,56.9,63.4,1.728,41.7,3.77
Jason Day,36,2022,"$1,086,460 ",385,19,57,11,2,0,70.3,301.6,61.2,64.7,1.738,47.1,3.912
Rickie Fowler,35,2022,"$1,072,929 ",340,22,71,13,1,0,71,309.4,57.9,62.2,1.769,49.6,3.451
Pat Perez,48,2022,"$1,071,981 ",345,19,62,12,2,0,70.5,287.2,59.1,64.2,1.743,56,3.774
Webb Simpson,38,2022,"$1,041,955 ",346,20,59,12,1,0,70.2,300.6,64.6,64.6,1.735,52.9,3.78
Vince Whaley,29,2022,"$1,039,817 ",438,29,85,16,2,0,70.1,302,51.6,63.8,1.706,51.2,4.141
Callum Tarren,33,2022,"$1,034,362 ",405,26,69,11,3,0,70.4,312.4,51.8,66.9,1.77,46.6,3.739
Scott Piercy,45,2022,"$1,030,752 ",410,28,77,13,1,0,70.5,295.8,56.7,62.6,1.738,50,3.675
Stewart Cink,50,2022,"$1,026,158 ",376,25,77,13,2,0,70.7,306.2,59.8,68.3,1.772,51,3.662
Charles Howell III,44,2022,"$1,026,002 ",400,16,54,11,1,0,69.7,304.1,61.8,71,1.758,60,4.185
Nick Watney,42,2022,"$1,012,572 ",387,30,76,10,1,0,71.7,301.2,53.7,66.8,1.806,46.6,3.263
Max McGreevy,28,2022,"$999,625 ",404,28,72,9,2,0,71,289.8,63.6,63.6,1.756,42.1,3.625
Patton Kizzire,38,2022,"$985,293 ",351,29,90,17,1,0,70.5,303.7,55.9,65.6,1.767,51.9,3.722
Nate Lashley,41,2022,"$976,895 ",427,25,76,13,1,0,70,295.2,63.6,67.7,1.733,45.1,4.039
Matthias Schwab,29,2022,"$955,840 ",353,23,70,14,3,0,70.2,293.8,59.4,68.7,1.771,58.3,3.657
Cameron Champ,28,2022,"$940,458 ",288,19,56,8,2,0,71.3,321.4,57.8,67.2,1.793,39.3,3.732
Erik van Rooyen,34,2022,"$927,524 ",269,17,48,9,1,0,71,299.4,61.4,65,1.763,36.7,3.625
Kevin Tway,35,2022,"$927,182 ",361,30,77,11,1,0,70.8,310.2,50.8,64.8,1.772,55.2,3.403
Matt Wallace,33,2022,"$918,351 ",316,21,56,8,2,0,71,303.7,59,66,1.792,45.7,3.571
Danny Willett,36,2022,"$914,293 ",304,21,62,11,1,0,70.9,297.2,61.5,64.5,1.792,50.7,3.468
Tyler Duncan,34,2022,"$890,879 ",436,27,82,15,0,0,69.9,295.1,68.9,67.7,1.754,51,3.817
Greyson Sigg,29,2022,"$884,085 ",415,30,90,18,1,0,70.2,294.9,62.9,68.1,1.765,47.3,3.667
Kramer Hickok,31,2022,"$881,229 ",328,31,91,14,1,0,70.7,294.5,65.8,65.9,1.785,54.3,3.374
Doc Redman,26,2022,"$849,809 ",304,28,79,13,1,0,70.7,294.8,60.2,67.3,1.777,47.3,3.608
Harry Higgs,32,2022,"$834,333 ",272,30,80,13,1,0,71.2,301.8,55.5,61.4,1.775,50,3.15
Nick Taylor,35,2022,"$832,637 ",334,28,88,16,0,0,70.7,296.1,58.3,65.2,1.773,52.3,3.489
Nick Hardy,28,2022,"$820,728 ",288,21,59,11,1,0,70.3,305.7,57.7,68.7,1.759,44.6,3.797
Francesco Molinari,41,2022,"$816,460 ",272,17,53,10,1,0,71,295.4,61.2,63.4,1.762,51.3,3.717
Ryan Brehm,37,2022,"$806,039 ",359,17,0,5,1,1,0,0,0,0,0,0,0
Austin Smotherman,29,2022,"$770,827 ",315,25,77,16,1,0,70.5,304.6,63.1,68.5,1.776,41.9,3.753
Martin Trainer,32,2022,"$726,985 ",270,31,78,11,2,0,71.2,305.5,54.1,63.5,1.762,39.3,3.564
Brian Stuard,41,2022,"$705,260 ",285,34,89,12,2,0,70.8,277.4,71.3,65,1.777,45,3.292
Justin Lower,34,2022,"$700,545 ",311,24,72,14,2,0,70.4,294.2,60.3,67.4,1.749,44,3.875
Kelly Kraft,35,2022,"$680,946 ",289,27,69,11,0,0,70.6,289.3,66.6,63.4,1.744,46,3.681
Garrick Higgo,24,2022,"$667,305 ",229,22,58,8,1,0,72,305,57,63.8,1.785,36.7,3.552
Michael Gligic,34,2022,"$652,204 ",283,24,71,15,1,0,70.5,301.2,59.4,67.3,1.77,49.1,3.69
Rory Sabbatini,47,2022,"$628,043 ",244,18,55,10,1,0,70.1,290,61.3,63.9,1.736,49,3.818
Henrik Norlander,36,2022,"$613,966 ",235,27,72,12,1,0,70.7,291,62.3,68.1,1.788,51.6,3.361
Zach Johnson,48,2022,"$610,693 ",246,23,64,10,0,0,70.9,287.1,63.6,64.6,1.763,55.9,3.422
Bubba Watson,45,2022,"$610,649 ",199,9,0,5,1,0,0,0,0,0,0,0,0
Hank Lebioda,30,2022,"$588,984 ",241,29,80,13,0,0,70.5,294.2,62.1,65.6,1.776,45.1,3.65
Brice Garnett,40,2022,"$579,670 ",228,29,77,12,1,0,70.6,293.7,67.3,67.2,1.8,49.1,3.468
Cameron Percy,49,2022,"$576,053 ",240,17,44,8,3,0,70.2,292.3,61.4,66.8,1.756,55.6,3.795
Jonathan Byrd,46,2022,"$558,025 ",223,20,57,10,1,0,70.4,292.9,61.3,66.2,1.778,52.4,3.491
Charley Hoffman,47,2022,"$554,475 ",207,25,69,13,1,0,70.9,309.6,50.3,65.2,1.772,50,3.71
Austin Cook,33,2022,"$552,226 ",213,25,69,12,0,0,70.8,285.5,67,64,1.765,50.5,3.478
Ian Poulter,48,2022,"$537,169 ",179,16,44,9,0,0,70.9,295.6,62.1,62.2,1.771,54.7,3.614
Bryson DeChambeau,30,2022,"$519,928 ",134,8,0,4,1,0,0,0,0,0,0,0,0
Andrew Novak,28,2022,"$513,881 ",233,26,76,12,0,0,70.6,297.1,56.3,65.1,1.781,48.5,3.592
Andrew Landry,36,2022,"$498,700 ",191,15,0,2,2,0,0,0,0,0,0,0,0
Ben Martin,36,2022,"$491,882 ",197,16,0,7,1,0,0,0,0,0,0,0,0
Bill Haas,41,2022,"$466,497 ",194,31,90,17,0,0,70.5,300.5,55.8,64.7,1.787,54.3,3.422
Satoshi Kodaira,34,2022,"$443,970 ",197,17,51,9,0,0,70.3,286.5,71.9,67,1.748,47.5,3.863
Paul Barjon,31,2022,"$436,732 ",168,26,71,11,1,0,71,309.4,58.8,65.5,1.765,36.4,3.676
Ryan Armour,48,2022,"$412,318 ",186,19,50,8,0,0,70.5,286.3,74,67.6,1.793,64,3.2
William McGirt,44,2022,"$412,275 ",144,17,0,7,1,0,0,0,0,0,0,0,0
Luke Donald,46,2022,"$410,042 ",170,22,67,11,0,0,70.5,286.5,57,65.2,1.752,57.4,3.657
Joseph Bramlett,35,2022,"$409,468 ",162,29,81,14,0,0,70.9,318.3,52.4,68.9,1.805,36.9,3.667
Roger Sloan,36,2022,"$388,678 ",151,29,73,9,0,0,71.1,296.2,58,63.5,1.749,40.5,3.781
Dylan Wu,27,2022,"$382,717 ",175,25,67,10,1,0,71,296.5,58.9,66.6,1.801,40.9,3.343
Seth Reeves,33,2022,"$376,574 ",152,26,67,9,1,0,71.1,309.4,59.9,66.3,1.755,40.2,3.866
Sung Kang,36,2022,"$359,397 ",163,31,80,12,0,0,71,293.9,60.9,66,1.767,55.7,3.775
Vaughn Taylor,48,2022,"$358,473 ",158,20,53,10,1,0,70.2,284.7,68.1,66.6,1.769,56.1,3.774
Richy Werenski,32,2022,"$354,791 ",163,26,63,8,0,0,71.6,294.9,56.1,62.8,1.751,42,3.651
Brandt Snedeker,43,2022,"$352,198 ",141,22,59,8,0,0,71.1,287.1,62.1,66.2,1.795,47,3.356
Scott Gutschewski,47,2022,"$351,321 ",158,23,56,7,1,0,70.7,296.9,58.8,68.5,1.778,50,3.518
Sean O'Hair,41,2022,"$345,547 ",146,13,0,6,1,0,0,0,0,0,0,0,0
Chase Seiffert,32,2022,"$343,305 ",173,19,51,9,0,0,70.8,289.7,63.4,66,1.802,46.6,3.392
Curtis Thompson,31,2022,"$338,509 ",136,27,64,8,1,0,71.1,309.2,53.3,63.1,1.784,50,3.453
Kevin Chappell,37,2022,"$332,336 ",139,20,55,10,0,0,71.1,310.1,51.8,66.5,1.755,43.2,3.8
Camilo Villegas,42,2022,"$318,554 ",127,26,69,11,0,0,71.2,290.9,58.2,65.6,1.761,42.9,3.478
Ben Kohles,34,2022,"$309,955 ",146,24,63,10,0,0,70.7,287.3,60.7,67.5,1.742,42.4,3.857
Jim Knous,--,2022,"$307,059 ",125,19,51,9,0,0,70.9,299,55.7,63.2,1.767,45.6,3.784
Tyler McCumber,--,2022,"$307,005 ",113,11,0,2,1,0,0,0,0,0,0,0,0
Harris English,34,2022,"$305,923 ",91,12,0,5,0,0,0,0,0,0,0,0,0
Kiradech Aphibarnrat,34,2022,"$299,174 ",122,19,53,9,0,0,70.9,293,65.4,63.9,1.746,52.7,3.642
S.Y. Noh,32,2022,"$291,033 ",128,22,63,13,0,0,70.7,299.2,50.3,67.1,1.76,52.1,3.873
Ryan Moore,41,2022,"$282,801 ",130,16,0,8,0,0,0,0,0,0,0,0,0
Brandon Hagy,32,2022,"$261,376 ",106,31,78,11,0,0,71.4,317.9,48.2,62.5,1.786,52,3.718
Tommy Gainey,48,2022,"$252,536 ",105,15,0,3,1,0,0,0,0,0,0,0,0
David Skinns,42,2022,"$243,143 ",94,23,66,10,0,0,71.1,301.8,51.1,64.1,1.746,48.4,3.773
Scott Brown,40,2022,"$238,839 ",111,14,0,7,0,0,0,0,0,0,0,0,0
David Lingmerth,36,2022,"$229,256 ",80,14,0,9,0,0,0,0,0,0,0,0,0
Grayson Murray,30,2022,"$218,304 ",70,12,0,4,0,0,0,0,0,0,0,0,0
Bo Hoag,35,2022,"$215,072 ",98,20,49,7,0,0,71.4,294.9,60.1,65.4,1.797,39.7,3.204
Wesley Bryan,33,2022,"$214,572 ",90,19,49,7,0,0,71.4,297.2,51.8,61,1.753,58.2,3.449
Jimmy Walker,45,2022,"$210,827 ",83,14,0,6,0,0,0,0,0,0,0,0,0
Brian Gay,52,2022,"$203,278 ",90,18,0,4,0,0,0,0,0,0,0,0,0
Jim Herman,46,2022,"$202,105 ",76,19,51,7,1,0,71.1,291.8,68.3,67.6,1.815,42.3,3.216
Aaron Baddeley,43,2022,"$199,830 ",96,13,0,6,0,0,0,0,0,0,0,0,0
Bronson Burgoon,36,2022,"$192,026 ",80,13,0,5,0,0,0,0,0,0,0,0,0
Jared Wolfe,35,2022,"$189,112 ",81,23,59,7,0,0,70.8,309.6,55.7,68.6,1.809,44.9,3.492
Kyle Stanley,36,2022,"$188,048 ",80,18,0,4,0,0,0,0,0,0,0,0,0
Robert Garrigus,46,2022,"$185,879 ",79,14,0,5,0,0,0,0,0,0,0,0,0
Dawie van der Walt,41,2022,"$184,972 ",78,25,62,7,0,0,71.5,298.2,59.5,63.8,1.785,30.3,3.565
Henrik Stenson,47,2022,"$184,439 ",78,13,0,3,0,0,0,0,0,0,0,0,0
Michael Kim,30,2022,"$183,150 ",84,5,0,2,1,0,0,0,0,0,0,0,0
Bo Van Pelt,48,2022,"$161,157 ",69,16,0,6,0,0,0,0,0,0,0,0,0
Peter Uihlein,34,2022,"$142,276 ",62,15,0,7,0,0,0,0,0,0,0,0,0
Phil Mickelson,53,2022,"$140,608 ",44,6,0,2,0,0,0,0,0,0,0,0,0
Jonas Blixt,39,2022,"$135,079 ",50,21,50,5,0,0,72,296.6,58.8,58.8,1.762,43.9,3.32
Brett Drewitt,33,2022,"$121,307 ",42,23,58,7,0,0,71.5,295.9,56.4,64.7,1.8,45.7,3.259
Jason Dufner,46,2022,"$118,175 ",59,22,50,6,0,0,71.8,292.1,59.4,64.1,1.787,42.5,3.38
Joshua Creel,34,2022,"$115,976 ",48,22,47,4,0,0,71.8,284.6,63.6,60.4,1.781,56.1,3.191
Mark Hensby,51,2022,"$97,356 ",40,5,0,1,1,0,0,0,0,0,0,0,0
Chris Stroud,42,2022,"$95,402 ",44,12,0,4,0,0,0,0,0,0,0,0,0
Ricky Barnes,43,2022,"$83,169 ",39,11,0,4,0,0,0,0,0,0,0,0,0
David Hearn,44,2022,"$66,239 ",28,12,0,4,0,0,0,0,0,0,0,0,0
Greg Chalmers,50,2022,"$62,549 ",32,10,0,4,0,0,0,0,0,0,0,0,0
Ryan Blaum,40,2022,"$48,910 ",27,2,0,1,0,0,0,0,0,0,0,0,0
D.A. Points,47,2022,"$45,522 ",13,11,0,4,0,0,0,0,0,0,0,0,0
Tiger Woods,48,2022,"$43,500 ",11,3,0,1,0,0,0,0,0,0,0,0,0
J.J. Henry,48,2022,"$41,727 ",9,8,0,3,0,0,0,0,0,0,0,0,0
Ben Crane,48,2022,"$40,658 ",10,10,0,3,0,0,0,0,0,0,0,0,0
Fabián Gómez,45,2022,"$40,401 ",20,8,0,3,0,0,0,0,0,0,0,0,0
Padraig Harrington,52,2022,"$37,464 ",12,6,0,1,0,0,0,0,0,0,0,0,0
D.J. Trahan,43,2022,"$35,292 ",11,10,0,3,0,0,0,0,0,0,0,0,0
Johnson Wagner,43,2022,"$35,205 ",12,6,0,2,0,0,0,0,0,0,0,0,0
Jim Furyk,53,2022,"$27,375 ",12,3,0,1,0,0,0,0,0,0,0,0,0
Derek Ernst,33,2022,"$25,057 ",9,7,0,2,0,0,0,0,0,0,0,0,0
Sangmoon Bae,37,2022,"$23,357 ",9,8,0,2,0,0,0,0,0,0,0,0,0
Arjun Atwal,50,2022,"$21,150 ",5,7,0,2,0,0,0,0,0,0,0,0,0
John Merrick,41,2022,"$19,502 ",4,9,0,2,0,0,0,0,0,0,0,0,0
Morgan Hoffmann,34,2022,"$17,513 ",3,3,0,2,0,0,0,0,0,0,0,0,0
Paul Goydos,59,2022,"$16,800 ",5,1,0,1,0,0,0,0,0,0,0,0,0
George McNeill,48,2022,"$16,800 ",5,5,0,1,0,0,0,0,0,0,0,0,0
Ryuji Imada,47,2022,"$16,318 ",2,4,0,1,0,0,0,0,0,0,0,0,0
Jay Haas,70,2022,"$16,185 ",3,1,0,0,0,0,0,0,0,0,0,0,0
Richard S. Johnson,47,2022,"$15,725 ",5,8,0,2,0,0,0,0,0,0,0,0,0
Davis Love III,59,2022,"$15,048 ",3,7,0,1,0,0,0,0,0,0,0,0,0
Omar Uresti,55,2022,"$14,910 ",4,5,0,1,0,0,0,0,0,0,0,0,0
